1;sun;1;now()
2;moon;2;now()
3;mercure;3;now()
4;venus;4;now()
5;mars;5;now()
6;jupiter;6;now()
7;saturn;7;now()
8;uranus;8;now()
9;neptune;9;now()
10;pluto;10;now()
11;first_house;11;now()
12;second_house;12;now()
13;third_house;13;now()
14;fourth_house;14;now()
15;fifth_house;15;now()
16;sixth_house;16;now()
17;seventh_house;17;now()
18;eighth_house;18;now()
19;ninth_house;19;now()
20;tenth_house;20;now()
21;eleventh_house;21;now()
22;twelfth_house;22;now()
