83;4;15;7;0;10;0;now();1;3
84;4;30;10;0;20;0;now();6;20
85;4;10;0;0;0;0;now();6;16
86;4;15;15;0;20;0;now();6;5
87;4;20;15;7;20;7;now();6;3
88;4;15;20;0;25;0;now();6;7
89;4;25;15;8;20;8;now();6;1
90;4;30;15;7;25;7;now();6;4
91;4;20;5;0;10;0;now();2;20
92;4;0;8;0;10;0;now();7;5
93;4;0;8;0;10;0;now();7;3
94;4;0;8;0;10;0;now();7;1
95;4;25;10;0;20;0;now();1;20
96;4;9;0;0;0;0;now();1;16
97;4;20;8;0;15;0;now();4;20
98;4;-8;0;-10;0;-10;now();5;20
99;4;-7;0;-9;0;-9;now();5;3
100;4;-10;0;-10;0;-10;now();5;7
101;4;-10;0;-10;0;-10;now();5;8
102;4;-15;0;-10;0;-10;now();7;20
103;4;-8;0;0;0;0;now();7;16
104;4;0;0;-8;0;-8;now();7;6
105;4;0;0;-6;0;-6;now();7;4
106;4;-8;0;-9;0;-9;now();8;20
