30;2;20;0;0;0;10;now();11;15
31;2;7;5;3;6;3;now();6;4
32;2;10;0;0;0;0;now();5;15
33;2;10;0;0;0;0;now();5;11
34;2;8;8;8;8;8;now();5;5
35;2;0;10;0;15;0;now();5;10
36;2;25;15;25;15;25;now();5;4
37;2;10;10;10;10;10;now();3;4
38;2;20;7;15;10;15;now();2;5
39;2;0;6;0;7;0;now();2;10
40;2;8;8;8;8;8;now();2;1
41;2;10;7;8;7;8;now();2;8
42;2;8;8;8;8;8;now();2;4
43;2;8;0;0;0;0;now();10;15
44;2;10;0;0;0;0;now();4;15
45;2;15;0;0;0;0;now();4;11
46;2;10;6;8;8;8;now();4;9
47;2;0;10;0;15;0;now();4;10
48;2;25;15;15;20;15;now();4;8
49;2;-8;0;0;0;0;now();2;10
50;2;-15;0;0;0;0;now();7;15
51;2;-10;0;0;10;0;now();7;11
52;2;-10;0;0;0;0;now();7;17
53;2;-10;0;0;0;0;now();7;6
54;2;-5;0;-5;0;-5;now();4;10
55;2;-10;-10;-10;-10;-10;now();4;7
